"EFF_DATE","REGULATORY","AWY_LOCATION","AWY_ID","POINT_SEQ","SEG_VALUE","SEG_TYPE","NAV_NAME","NAV_CITY","ICAO_REGION_CODE","STATE_CODE","COUNTRY_CODE","NEXT_SEG","MAG_COURSE","OPP_MAG_COURSE","MAG_COURSE_DIST","CHGOVR_PT","CHGOVR_PT_NAME","CHGOVR_PT_DIST","AWY_SEG_GAP_FLAG","SIGNAL_GAP_FLAG","DOGLEG","REMARK"
"2023/11/30","Y","C","V189",30,"STIKK","RP   ","","","K7","NC","US","DAREZ",280.56,96.38,3,"","",,"N","N","N",""
"2023/11/30","Y","C","V189",40,"DAREZ","RP   ","","","K7","NC","US","RMACK",280.56,96.38,19.82,"","",,"N","N","N",""
"2023/11/30","Y","C","V189",50,"RMACK","RP   ","","","K7","NC","US","TYI",280.56,96.38,53,"","",,"N","N","N",""
"2023/11/30","Y","C","V189",60,"TYI","VORTAC","TAR RIVER","ROCKY MOUNT","","NC","US","FKN",41.97,226.38,55.46,"","",,"N","N","N",""
"2023/11/30","Y","C","V189",70,"FKN","VORTAC","FRANKLIN","FRANKLIN","","VA","US","WAIKS",1.34,178.27,20.33,"","",,"N","N","N",""
"2023/11/30","Y","C","V189",80,"WAIKS","RP   ","","","K6","VA","US","HPW",1.34,178.27,16.84,"","",,"N","N","N",""
"2023/11/30","Y","C","V189",90,"HPW","VORTAC","HOPEWELL","HOPEWELL","","VA","US","",,,,"","",,"N","N","N",""
"2023/11/30","Y","C","V19",10,"CVG","VORTAC","CINCINNATI","COVINGTON","","KY","US","HEDEN",67,247.65,35,"","",,"N","N","N",""
"2023/11/30","Y","C","V19",20,"HEDEN","RP   ","","","K5","OH","US","MARTZ",67,247.65,18.99,"","",,"N","N","N",""
"2023/11/30","Y","C","V19",30,"MARTZ","RP   ","","","K5","OH","US","GAILL",54.41,235.11,15.46,"","",,"N","N","Y",""
"2023/11/30","Y","C","V19",40,"GAILL","RP   ","","","K5","OH","US","JORUV",54.41,235.11,11.31,"","",,"N","N","N",""
"2023/11/30","Y","C","V19",50,"JORUV","RP   ","","","K5","OH","US","APE",54.41,235.11,39.7,"","",,"N","N","N",""
"2023/11/30","Y","C","V19",60,"APE","VORTAC","APPLETON","APPLETON","","OH","US","",,,,"","",,"N","N","N",""
"2023/11/30","Y","C","V190",10,"PXR","VORTAC","PHOENIX","PHOENIX","","AZ","US","LAKEY",54.4,235.98,17.44,"SJN","ST JOHNS",67,"N","N","N",""
"2023/11/30","Y","C","V190",20,"LAKEY","RP   ","","","K2","AZ","US","ZERLO",54.4,235.98,6.71,"","",,"N","N","N",""
"2023/11/30","Y","C","V190",30,"ZERLO","RP   ","","","K2","AZ","US","GRINE",54.4,235.98,2.14,"","",,"N","N","N",""
"2023/11/30","Y","C","V190",40,"GRINE","RP   ","","","K2","AZ","US","PEAKS",54.4,235.98,4.19,"","",,"N","N","N",""
"2023/11/30","Y","C","V190",50,"PEAKS","RP   ","","","K2","AZ","US","TEDDI",54.4,235.98,5.52,"","",,"N","N","N",""
"2023/11/30","Y","C","V190",60,"TEDDI","RP   ","","","K2","AZ","US","FORPE",54.4,235.98,2.34,"","",,"N","N","N",""
"2023/11/30","Y","C","V190",70,"FORPE","RP   ","","","K2","AZ","US","IZTIR",54.4,235.98,7.65,"","",,"N","N","N",""
"2023/11/30","Y","C","V190",80,"IZTIR","RP   ","","","K2","AZ","US","CHEKR",54.4,235.98,15.67,"","",,"N","N","N",""
"2023/11/30","Y","C","V190",90,"CHEKR","RP   ","","","K2","AZ","US","SALTS",54.4,235.98,15.29,"","",,"N","N","N",""
"2023/11/30","Y","C","V190",100,"SALTS","RP   ","","","K2","AZ","US","WEKUM",54.4,235.98,16.14,"","",,"N","N","N",""
"2023/11/30","Y","C","V190",110,"WEKUM","RP   ","","","K2","AZ","US","HOZER",54.4,235.98,16.75,"","",,"N","N","N",""
"2023/11/30","Y","C","V190",120,"HOZER","RP   ","","","K2","AZ","US","SJN",54.4,235.98,43.25,"","",,"N","N","N",""
"2023/11/30","Y","C","V190",130,"SJN","VORTAC","ST JOHNS","ST JOHNS","","AZ","US","PERRL",59.46,239.79,5,"","",,"N","N","N",""
"2023/11/30","Y","C","V190",140,"PERRL","RP   ","","","K2","AZ","US","ACOMA",59.46,239.79,84.64,"","",,"N","N","N",""
"2023/11/30","Y","C","V190",150,"ACOMA","RP   ","","","K2","NM","US","ABQ",59.46,239.79,31.29,"","",,"N","N","N",""
"2023/11/30","Y","C","V190",160,"ABQ","VORTAC","ALBUQUERQUE","ALBUQUERQUE","","NM","US","DULKE",52.49,233.46,29,"FTI","FORT UNION",38,"N","N","N",""
"2023/11/30","Y","C","V190",170,"DULKE","RP   ","","","K2","NM","US","CAYAL",52.49,233.46,14.49,"","",,"N","N","N",""
"2023/11/30","Y","C","V190",180,"CAYAL","RP   ","","","K2","NM","US","RENCO",52.49,233.46,12.13,"","",,"N","N","N",""
"2023/11/30","Y","C","V190",190,"RENCO","RP   ","","","K2","NM","US","FTI",52.49,233.46,34.7,"","",,"N","N","N",""
"2023/11/30","Y","C","V190",200,"FTI","VORTAC","FORT UNION","LAS VEGAS","","NM","US","HOLSU",64.62,247.13,20,"","",,"N","N","N",""
"2023/11/30","Y","C","V190",210,"HOLSU","RP   ","","","K2","NM","US","ASOYA",64.62,247.13,60.7,"","",,"N","N","N",""
"2023/11/30","Y","C","V190",220,"ASOYA","RP   ","","","K2","NM","US","OWUPO",64.62,247.13,31.29,"","",,"N","N","N",""
"2023/11/30","Y","C","V190",230,"OWUPO","RP   ","","","K4","TX","US","DHT",64.62,247.13,17,"","",,"N","N","N",""
"2023/11/30","Y","C","V190",240,"DHT","VORTAC","DALHART","DALHART","","TX","US","REPPA",70.55,254.12,54.41,"","",,"N","N","N",""
"2023/11/30","Y","C","V190",250,"REPPA","RP   ","","","K4","TX","US","MMB",70.55,254.12,75.84,"","",,"N","N","N",""
"2023/11/30","Y","C","V190",260,"MMB","VORTAC","MITBEE","GAGE","","OK","US","TUZXY",48.84,229.59,35,"","",,"N","N","N",""
"2023/11/30","Y","C","V190",270,"TUZXY","RP   ","","","K4","OK","US","CARON",48.84,229.59,35.4,"","",,"N","N","N",""
"2023/11/30","Y","C","V190",280,"CARON","RP   ","","","K4","OK","US","FIRET",93.12,274,56.67,"","",,"N","N","Y",""
"2023/11/30","Y","C","V190",290,"FIRET","RP   ","","","K4","OK","US","PER",93.12,274,15,"","",,"N","N","N",""
"2023/11/30","Y","C","V190",300,"PER","VORTAC","PIONEER","PONCA CITY","","OK","US","IDLUY",88,268.33,26.65,"","",,"N","N","N",""
"2023/11/30","Y","C","V190",310,"IDLUY","RP   ","","","K4","OK","US","JIPMA",67.63,247.99,19.37,"","",,"N","N","Y",""
"2023/11/30","Y","C","V190",320,"JIPMA","RP   ","","","K4","OK","US","BVO",67.63,247.99,10,"","",,"N","N","N",""
"2023/11/30","Y","C","V190",330,"BVO","VOR/DME","BARTLESVILLE","BARTLESVILLE","","OK","US","",,,,"","",,"N","N","N",""
"2023/11/30","Y","C","V191",10,"TOY","VORTAC","TROY","TROY","","IL","US","OREPE",35.27,216.94,18.28,"","",,"N","N","N",""
"2023/11/30","Y","C","V191",20,"OREPE","RP   ","","","K5","IL","US","DAYRE",35.27,216.94,25.48,"","",,"N","N","N",""
"2023/11/30","Y","C","V191",30,"DAYRE","RP   ","","","K5","IL","US","PANAE",35.27,216.94,14.34,"","",,"N","N","N",""
"2023/11/30","Y","C","V191",40,"PANAE","RP   ","","","K5","IL","US","AXC",35.27,216.94,19.58,"","",,"N","N","N",""
"2023/11/30","Y","C","V191",50,"AXC","VORTAC","ADDERS","DECATUR","","IL","US","MOCEL",28.95,210.4,19.73,"","",,"N","N","N",""
"2023/11/30","Y","C","V191",60,"MOCEL","RP   ","","","K5","IL","US","BLLUE",28.95,210.4,7.28,"","",,"N","N","N",""
"2023/11/30","Y","C","V191",70,"BLLUE","RP   ","","","K5","IL","US","LODGE",28.95,210.4,1.7,"","",,"N","N","N",""
"2023/11/30","Y","C","V191",80,"LODGE","RP   ","","","K5","IL","US","TARPE",28.95,210.4,6.99,"","",,"N","N","N",""
"2023/11/30","Y","C","V191",90,"TARPE","RP   ","","","K5","IL","US","RBS",28.95,210.4,24.1,"","",,"N","N","N",""
"2023/11/30","Y","C","V191",100,"RBS","VOR/DME","ROBERTS","ROBERTS","","IL","US","NEWTT",5.91,186.04,28.9,"","",,"N","N","N",""
"2023/11/30","Y","C","V191",110,"NEWTT","RP   ","","","K5","IL","US","JESOG",5.91,186.04,24.3,"","",,"N","N","N",""
"2023/11/30","Y","C","V191",120,"JESOG","RP   ","","","K5","IL","US","BOJAK",5.91,186.04,12,"","",,"N","N","N",""
"2023/11/30","Y","C","V191",130,"BOJAK","RP   ","","","K5","IL","US","LISKE",2.99,183,5.58,"","",,"N","N","Y",""
"2023/11/30","Y","C","V191",140,"LISKE","RP   ","","","K5","IL","US","OBK",2.99,183,28.19,"","",,"N","N","N",""
"2023/11/30","Y","C","V191",150,"OBK","VOR/DME","NORTHBROOK","NORTHBROOK","","IL","US","WIPED",346.78,162.56,31.88,"","",,"N","N","N",""
"2023/11/30","Y","C","V191",160,"WIPED","RP   ","","","K5","WI","US","BONOT",346.78,162.56,8.57,"","",,"N","N","N",""
"2023/11/30","Y","C","V191",170,"BONOT","RP   ","","","K5","WI","US","BAE",346.78,162.56,15.25,"","",,"N","N","N",""
"2023/11/30","Y","C","V191",180,"BAE","VOR/DME","BADGER","MILWAUKEE","","WI","US","CORIR",345.35,165.17,21.55,"","",,"N","N","N",""
"2023/11/30","Y","C","V191",190,"CORIR","RP   ","","","K5","WI","US","EDENN",345.35,165.17,12.87,"","",,"N","N","N",""
"2023/11/30","Y","C","V191",200,"EDENN","RP   ","","","K5","WI","US","OSH",345.35,165.17,19.31,"","",,"N","N","N",""
"2023/11/30","Y","C","V191",210,"OSH","VORTAC","OSHKOSH","OSHKOSH","","WI","US","EYITI",336.98,156.34,22.65,"","",,"N","N","N",""
"2023/11/30","Y","C","V191",220,"EYITI","RP   ","","","K5","WI","US","BIPID",336.98,156.34,13.42,"","",,"N","N","N",""
"2023/11/30","Y","C","V191",230,"BIPID","RP   ","","","K5","WI","US","CHURP",336.98,156.34,10.56,"","",,"N","N","N",""
"2023/11/30","Y","C","V191",240,"CHURP","RP   ","","","K5","WI","US","USERS",336.98,156.34,28.98,"","",,"N","N","N",""
"2023/11/30","Y","C","V191",250,"USERS","RP   ","","","K5","WI","US","ZITOD",336.98,156.34,12.25,"","",,"N","N","N",""
"2023/11/30","Y","C","V191",260,"ZITOD","RP   ","","","K5","WI","US","PEPVY",336.98,156.34,8,"","",,"N","N","N",""
"2023/11/30","Y","C","V191",270,"PEPVY","RP   ","","","K5","WI","US","RHI",336.98,156.34,10,"","",,"N","N","N",""
"2023/11/30","Y","C","V191",280,"RHI","VOR/DME","RHINELANDER","RHINELANDER","","WI","US","CESSI",330.88,151.4,20.79,"","",,"N","N","N",""
"2023/11/30","Y","C","V191",290,"CESSI","RP   ","","","K5","WI","US","IWD",330.88,151.4,39.93,"","",,"N","N","N",""
"2023/11/30","Y","C","V191",300,"IWD","VOR/DME","IRONWOOD","IRONWOOD","","MI","US","CEVLU",280.44,94.93,20,"DLH","DULUTH",32,"N","N","N",""
"2023/11/30","Y","C","V191",310,"CEVLU","RP   ","","","K5","WI","US","WASPS",280.44,94.93,12.01,"","",,"N","N","N",""
"2023/11/30","Y","C","V191",320,"WASPS","RP   ","","","K5","WI","US","NOYIC",280.44,94.93,16.33,"","",,"N","N","N",""
"2023/11/30","Y","C","V191",330,"NOYIC","RP   ","","","K5","WI","US","HUGRA",280.44,94.93,24,"","",,"N","N","N",""
"2023/11/30","Y","C","V191",340,"HUGRA","RP   ","","","K5","WI","US","LAZNU",280.44,94.93,7,"","",,"N","N","N",""
"2023/11/30","Y","C","V191",350,"LAZNU","RP   ","","","K3","MN","US","MASWE",280.44,94.93,1,"","",,"N","N","N",""
"2023/11/30","Y","C","V191",360,"MASWE","RP   ","","","K3","MN","US","DLH",280.44,94.93,7,"","",,"N","N","N",""
"2023/11/30","Y","C","V191",370,"DLH","VORTAC","DULUTH","DULUTH","","MN","US","HIB",320.73,143.37,36.35,"","",,"N","N","N",""
"2023/11/30","Y","C","V191",380,"HIB","VOR/DME","HIBBING","HIBBING","","MN","US","GPZ",253.81,69.23,33.15,"","",,"N","N","N",""
"2023/11/30","Y","C","V191",390,"GPZ","VOR/DME","GRAND RAPIDS","GRAND RAPIDS","","MN","US","",,,,"","",,"N","N","N",""
"2023/11/30","Y","C","V192",10,"CMI","VORTAC","CHAMPAIGN","CHAMPAIGN/URBANA","","IL","US","NEWMY",121.21,302.87,18.85,"","",,"N","N","N",""
"2023/11/30","Y","C","V192",20,"NEWMY","RP   ","","","K5","IL","US","BLANO",121.21,302.87,25.84,"","",,"N","N","N",""
"2023/11/30","Y","C","V192",30,"BLANO","RP   ","","","K5","IN","US","TTH",121.21,302.87,13,"","",,"N","N","N",""
"2023/11/30","Y","C","V192",40,"TTH","VORTAC","TERRE HAUTE","TERRE HAUTE","","IN","US","CLOTT",77,257.31,23.33,"","",,"N","N","N",""
"2023/11/30","Y","C","V192",50,"CLOTT","RP   ","","","K5","IN","US","VHP",48.76,229.01,23.5,"","",,"N","N","Y",""
"2023/11/30","Y","C","V192",60,"VHP","VORTAC","BRICKYARD","INDIANAPOLIS","","IN","US","JOLVU",59.24,243.86,16.76,"","",,"N","N","N",""
"2023/11/30","Y","C","V192",70,"JOLVU","RP   ","","","K5","IN","US","CLANG",59.24,243.86,7.88,"","",,"N","N","N",""
"2023/11/30","Y","C","V192",80,"CLANG","RP   ","","","K5","IN","US","PENDS",59.24,243.86,9.97,"","",,"N","N","N",""
"2023/11/30","Y","C","V192",90,"PENDS","RP   ","","","K5","IN","US","MIE",59.24,243.86,16.93,"","",,"N","N","N",""
"2023/11/30","Y","C","V192",100,"MIE","VOR/DME","MUNCIE","MUNCIE","","IN","US","DQN",108.77,287.42,47.77,"","",,"N","N","N",""
"2023/11/30","Y","C","V192",110,"DQN","VOR/DME","DAYTON","DAYTON","","OH","US","",,,,"","",,"N","N","N",""
"2023/11/30","Y","C","V193",10,"TVC","VOR/DME","TRAVERSE CITY","TRAVERSE CITY","","MI","US","SKIPR",34.76,219.39,11.7,"","",,"N","N","N",""
"2023/11/30","Y","C","V193",20,"SKIPR","RP   ","","","K5","MI","US","TIDDU",34.76,219.39,3.3,"","",,"N","N","N",""
"2023/11/30","Y","C","V193",30,"TIDDU","RP   ","","","K5","MI","US","ADENO",34.76,219.39,10.92,"","",,"N","N","N",""
"2023/11/30","Y","C","V193",40,"ADENO","RP   ","","","K5","MI","US","IROTO",34.76,219.39,11.33,"","",,"N","N","N",""
"2023/11/30","Y","C","V193",50,"IROTO","RP   ","","","K5","MI","US","LORIW",34.76,219.39,11.69,"","",,"N","N","N",""
"2023/11/30","Y","C","V193",60,"LORIW","RP   ","","","K5","MI","US","PLN",34.76,219.39,20,"","",,"N","N","N",""
"2023/11/30","Y","C","V193",70,"PLN","VORTAC","PELLSTON","PELLSTON","","MI","US","PINES",23.17,201.42,25.12,"","",,"N","N","N",""
"2023/11/30","Y","C","V193",80,"PINES","RP   ","","","K5","MI","US","SIGOE",23.17,201.42,14,"","",,"N","N","N",""
"2023/11/30","Y","C","V193",90,"SIGOE","RP   ","","","K5","MI","US","SSM",23.17,201.42,10,"","",,"N","N","N",""
"2023/11/30","Y","C","V193",100,"SSM","VOR/DME","SAULT STE MARIE","SAULT STE MARIE","","MI","US","",,,,"","",,"N","N","N",""
"2023/11/30","Y","C","V194",10,"CQY","VORTAC","CEDAR CREEK","CEDAR CREEK","","TX","US","ALLMO",180.33,358.22,14.83,"","",,"N","N","N",""
"2023/11/30","Y","C","V194",20,"ALLMO","RP   ","","","K4","TX","US","KISER",180.33,358.22,19.1,"","",,"N","N","N",""
"2023/11/30","Y","C","V194",30,"KISER","RP   ","","","K4","TX","US","NAVYS",180.33,358.22,14.07,"","",,"N","N","N",""
"2023/11/30","Y","C","V194",40,"NAVYS","RP   ","","","K4","TX","US","CLL",180.33,358.22,47.21,"","",,"N","N","N",""
"2023/11/30","Y","C","V194",50,"CLL","VORTAC","COLLEGE STATION","COLLEGE STATION","","TX","US","SBI",,,,"","",,"Y","N","N",""
"2023/11/30","Y","C","V194",60,"SBI","VOR/DME","SABINE PASS","SABINE PASS","","TX","US","TEMCO",66.6,251.62,23.86,"LFT","LAFAYETTE",50,"N","N","N",""
"2023/11/30","Y","C","V194",70,"TEMCO","RP   ","","","K4","LA","US","CIPDA",66.6,251.62,23.14,"","",,"N","N","N",""
"2023/11/30","Y","C","V194",80,"CIPDA","RP   ","","","K4","LA","US","GUSTI",66.6,251.62,14.29,"","",,"N","N","N",""
"2023/11/30","Y","C","V194",90,"GUSTI","RP   ","","","K4","LA","US","LFT",66.6,251.62,49.58,"","",,"N","N","N",""
"2023/11/30","Y","C","V194",100,"LFT","VORTAC","LAFAYETTE","LAFAYETTE","","LA","US","ROSEY",61.14,238.5,16.98,"","",,"N","N","N",""
"2023/11/30","Y","C","V194",110,"ROSEY","RP   ","","","K4","LA","US","TATER",61.14,238.5,17.27,"","",,"N","N","N",""
"2023/11/30","Y","C","V194",120,"TATER","RP   ","","","K4","LA","US","LSU",61.14,238.5,6,"","",,"N","N","N",""
"2023/11/30","Y","C","V194",130,"LSU","VORTAC","FIGHTING TIGER","BATON ROUGE","","LA","US","CAZZZ",41.21,224.74,14.78,"","",,"N","N","N",""
"2023/11/30","Y","C","V194",140,"CAZZZ","RP   ","","","K4","LA","US","MCB",41.21,224.74,57.79,"","",,"N","N","N",""
"2023/11/30","Y","C","V194",150,"MCB","VORTAC","MC COMB","MC COMB","","MS","US","WIKZO",52.37,232.85,35.72,"","",,"N","N","N",""
"2023/11/30","Y","C","V194",160,"WIKZO","RP   ","","","K7","MS","US","MIZZE",52.37,232.85,20.41,"","",,"N","N","N",""
"2023/11/30","Y","C","V194",170,"MIZZE","RP   ","","","K7","MS","US","BAING",35.56,215.86,10.31,"","",,"N","N","Y",""
"2023/11/30","Y","C","V194",180,"BAING","RP   ","","","K7","MS","US","PAULD",35.56,215.86,19.45,"","",,"N","N","N",""
"2023/11/30","Y","C","V194",190,"PAULD","RP   ","","","K7","MS","US","MEI",35.56,215.86,13.25,"","",,"N","N","N",""
"2023/11/30","Y","C","V194",200,"MEI","VORTAC","MERIDIAN","MERIDIAN","","MS","US","LIB",,,,"","",,"Y","N","N",""
"2023/11/30","Y","C","V194",210,"LIB","VORTAC","LIBERTY","LIBERTY","","NC","US","GUSES",87.6,274.09,19.62,"","",,"N","N","N",""
"2023/11/30","Y","C","V194",220,"GUSES","RP   ","","","K7","NC","US","RDU",87.6,274.09,21,"","",,"N","N","N",""
"2023/11/30","Y","C","V194",230,"RDU","VORTAC","RALEIGH/DURHAM","RALEIGH/DURHAM","","NC","US","ZEBUL",91.92,268.55,19.64,"","",,"N","N","N",""
"2023/11/30","Y","C","V194",240,"ZEBUL","RP   ","","","K7","NC","US","EXULE",91.92,268.55,14.28,"","",,"N","N","N",""
"2023/11/30","Y","C","V194",250,"EXULE","RP   ","","","K7","NC","US","FEBEL",91.92,268.55,9.55,"","",,"N","N","N",""
"2023/11/30","Y","C","V194",260,"FEBEL","RP   ","","","K7","NC","US","TYI",91.92,268.55,9.52,"","",,"N","N","N",""
"2023/11/30","Y","C","V194",270,"TYI","VORTAC","TAR RIVER","ROCKY MOUNT","","NC","US","CVI",64.33,248.82,46.88,"","",,"N","N","N",""
"2023/11/30","Y","C","V194",280,"CVI","VORTAC","COFIELD","COFIELD","","NC","US","SUNNS",86,266.22,18.07,"","",,"N","N","N",""
"2023/11/30","Y","C","V194",290,"SUNNS","RP   ","","","K7","NC","US","",,,,"","",,"N","N","N",""
"2023/11/30","Y","C","V195",10,"OAK","VOR/DME","OAKLAND","OAKLAND","","CA","US","BERKS",347,167.05,8.11,"","",,"N","N","N",""
"2023/11/30","Y","C","V195",20,"BERKS","RP   ","","","K2","CA","US","SABLO",347,167.05,7.81,"","",,"N","N","N",""
"2023/11/30","Y","C","V195",30,"SABLO","RP   ","","","K2","CA","US","CROIT",347,167.05,3.93,"","",,"N","N","N",""
"2023/11/30","Y","C","V195",40,"CROIT","RP   ","","","K2","CA","US","CORDD",347,167.05,9.33,"","",,"N","N","N",""
"2023/11/30","Y","C","V195",50,"CORDD","RP   ","","","K2","CA","US","RAGGS",347,167.05,15.92,"","",,"N","N","N",""
"2023/11/30","Y","C","V195",60,"RAGGS","RP   ","","","K2","CA","US","BESSA",347,167.05,6.75,"","",,"N","N","N",""
"2023/11/30","Y","C","V195",70,"BESSA","RP   ","","","K2","CA","US","ELEGY",352.92,173,16.34,"","",,"N","N","Y",""
"2023/11/30","Y","C","V195",80,"ELEGY","RP   ","","","K2","CA","US","ZAKUL",352.92,173,3.12,"","",,"N","N","N",""
"2023/11/30","Y","C","V195",90,"ZAKUL","RP   ","","","K2","CA","US","ILA",352.92,173,10,"","",,"N","N","N",""
"2023/11/30","Y","C","V195",100,"ILA","VORTAC","WILLIAMS","WILLIAMS","","CA","US","JINGO",343.94,163.95,34.73,"","",,"N","N","N",""
"2023/11/30","Y","C","V195",110,"JINGO","RP   ","","","K2","CA","US","GONGS",320.15,140,6.02,"","",,"N","N","Y",""
"2023/11/30","Y","C","V195",120,"GONGS","RP   ","","","K2","CA","US","RBL",320.15,140,22.98,"","",,"N","N","N",""
"2023/11/30","Y","C","V195",130,"RBL","VORTAC","RED BLUFF","RED BLUFF","","CA","US","BURRS",273.18,90.89,10.34,"FOT","FORTUNA",58,"N","N","N",""
"2023/11/30","Y","C","V195",140,"BURRS","RP   ","","","K2","CA","US","TOMAD",273.18,90.89,15.67,"","",,"N","N","N",""
"2023/11/30","Y","C","V195",150,"TOMAD","RP   ","","","K2","CA","US","DINSE",273.18,90.89,43.89,"","",,"N","N","N",""
"2023/11/30","Y","C","V195",160,"DINSE","RP   ","","","K2","CA","US","YAGER",273.18,90.89,8,"","",,"N","N","N",""
"2023/11/30","Y","C","V195",170,"YAGER","RP   ","","","K2","CA","US","FOT",273.18,90.89,19.95,"","",,"N","N","N",""
"2023/11/30","Y","C","V195",180,"FOT","VORTAC","FORTUNA","FORTUNA","","CA","US","",,,,"","",,"N","N","N",""
"2023/11/30","Y","C","V197",10,"PDZ","VORTAC","PARADISE","ONTARIO","","CA","US","POM",291.85,111.71,16.01,"","",,"N","N","N",""
"2023/11/30","Y","C","V197",20,"POM","VORTAC","POMONA","POMONA","","CA","US","HASSA",322.54,142.38,8,"","",,"N","N","N",""
"2023/11/30","Y","C","V197",30,"HASSA","RP   ","","","K2","CA","US","PMD",322.54,142.38,27.86,"","",,"N","N","N",""
"2023/11/30","Y","C","V197",40,"PMD","VORTAC","PALMDALE","PALMDALE","","CA","US","FISCH",298,117.71,14.26,"","",,"N","N","N",""
"2023/11/30","Y","C","V197",50,"FISCH","RP   ","","","K2","CA","US","JERID",298,117.71,6.98,"","",,"N","N","N",""
"2023/11/30","Y","C","V197",60,"JERID","RP   ","","","K2","CA","US","ZALJE",298,117.71,4.8,"","",,"N","N","N",""
"2023/11/30","Y","C","V197",70,"ZALJE","RP   ","","","K2","CA","US","WIJYI",298,117.71,8.3,"","",,"N","N","N",""
"2023/11/30","Y","C","V197",80,"WIJYI","RP   ","","","K2","CA","US","KELEN",303.3,123,8.33,"","",,"N","N","Y",""
"2023/11/30","Y","C","V197",90,"KELEN","RP   ","","","K2","CA","US","AMONT",303.3,123,4.9,"","",,"N","N","N",""
"2023/11/30","Y","C","V197",100,"AMONT","RP   ","","","K2","CA","US","MINGI",303.3,123,0.85,"","",,"N","N","N",""
"2023/11/30","Y","C","V197",110,"MINGI","RP   ","","","K2","CA","US","ARVIN",303.3,123,6.78,"","",,"N","N","N",""
"2023/11/30","Y","C","V197",120,"ARVIN","RP   ","","","K2","CA","US","EHF",303.3,123,17,"","",,"N","N","N",""
"2023/11/30","Y","C","V197",130,"EHF","VORTAC","SHAFTER","BAKERSFIELD","","CA","US","",,,,"","",,"N","N","N",""
"2023/11/30","Y","C","V198",10,"SSO","VORTAC","SAN SIMON","SAN SIMON","","AZ","US","HUSIT",93.93,275.83,68.21,"","",,"N","N","N",""
"2023/11/30","Y","C","V198",20,"HUSIT","RP   ","","","K2","NM","US","CUS",93.93,275.83,22.03,"","",,"N","N","N",""
"2023/11/30","Y","C","V198",30,"CUS","VOR/DME","COLUMBUS","COLUMBUS","","NM","US","HANCH",77.82,258.51,44.09,"","",,"N","N","N",""
"2023/11/30","Y","C","V198",40,"HANCH","RP   ","","","K2","NM","US","ELP",77.82,258.51,22,"","",,"N","N","N",""
"2023/11/30","Y","C","V198",50,"ELP","VORTAC","EL PASO","EL PASO","","TX","US","TYLAN",97,277.18,9,"","",,"N","N","N",""
"2023/11/30","Y","C","V198",60,"TYLAN","RP   ","","","K4","TX","US","FABAN",97,277.18,9.57,"","",,"N","N","N",""
"2023/11/30","Y","C","V198",70,"FABAN","RP   ","","","K4","TX","US","HUP",94.7,275,30.11,"","",,"N","N","Y",""
"2023/11/30","Y","C","V198",80,"HUP","VORTAC","HUDSPETH","HUDSPETH","","TX","US","AGAZY",97,277.65,67.5,"","",,"N","N","N",""
"2023/11/30","Y","C","V198",90,"AGAZY","RP   ","","","K4","TX","US","DOWES",92.4,273,36.12,"","",,"N","N","Y",""
"2023/11/30","Y","C","V198",100,"DOWES","RP   ","","","K4","TX","US","FST",92.4,273,25.43,"","",,"N","N","N",""
"2023/11/30","Y","C","V198",110,"FST","VORTAC","FORT STOCKTON","FORT STOCKTON","","TX","US","OZMOS",85.59,270.2,77.67,"JCT","JUNCTION",64,"N","Y","N","MEA GAP AT COP"
"2023/11/30","Y","C","V198",120,"OZMOS","RP   ","","","K4","TX","US","KEMPL",85.59,270.2,33.95,"","",,"N","N","N",""
"2023/11/30","Y","C","V198",130,"KEMPL","RP   ","","","K4","TX","US","JCT",85.59,270.2,53,"","",,"N","N","N",""
"2023/11/30","Y","C","V198",140,"JCT","VORTAC","JUNCTION","JUNCTION","","TX","US","DOSSY",120.64,301.32,20.9,"","",,"N","N","N",""
"2023/11/30","Y","C","V198",150,"DOSSY","RP   ","","","K4","TX","US","LEJON",120.64,301.32,25.43,"","",,"N","N","N",""
"2023/11/30","Y","C","V198",160,"LEJON","RP   ","","","K4","TX","US","TATAR",120.64,301.32,21.44,"","",,"N","N","N",""
"2023/11/30","Y","C","V198",170,"TATAR","RP   ","","","K4","TX","US","SAT",120.64,301.32,23,"","",,"N","N","N",""
"2023/11/30","Y","C","V198",180,"SAT","VORTAC","SAN ANTONIO","SAN ANTONIO","","TX","US","SBI",,,,"","",,"Y","N","N",""
"2023/11/30","Y","C","V198",190,"SBI","VOR/DME","SABINE PASS","SABINE PASS","","TX","US","HERBY",83.51,267.34,27.26,"","",,"N","N","N",""
"2023/11/30","Y","C","V198",200,"HERBY","RP   ","","","K4","LA","US","LLA",83.51,267.34,59.75,"","",,"N","N","N",""
"2023/11/30","Y","C","V198",210,"LLA","VOR/DME","WHITE LAKE","WHITE LAKE","","LA","US","DOYAD",85.57,268.34,15,"","",,"N","N","N",""
"2023/11/30","Y","C","V198",220,"DOYAD","RP   ","","","K4","LA","US","EYUGU",85.57,268.34,10,"","",,"N","N","N",""
"2023/11/30","Y","C","V198",230,"EYUGU","RP   ","","","K4","LA","US","ORICH",85.57,268.34,15.51,"","",,"N","N","N",""
"2023/11/30","Y","C","V198",240,"ORICH","RP   ","","","K4","LA","US","LUFFS",85.57,268.34,29.23,"","",,"N","N","N",""
